time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-20T17:04:29.747Z,36.1616,36.0251,16,6.3,mww,146,26,1.387,0.95,us,us6000jqcn,2023-12-28T18:19:20.532Z,"2 km NNW of Uzunba?, Turkey",earthquake,4.9,0.943,0.031,97,reviewed,us,us
2023-02-17T09:37:34.656Z,-6.6176,132.106,39.742,6.1,mww,177,32,3.022,0.56,us,us6000jpl7,2023-04-22T21:33:16.040Z,"130 km SSW of Tual, Indonesia",earthquake,6.77,6.347,0.047,44,reviewed,us,us
2023-02-15T18:10:08.107Z,12.3099,123.8605,8,6.1,mww,193,38,5.476,0.6,us,us6000jp76,2023-04-22T21:33:11.040Z,"9 km NNE of Miaga, Philippines",earthquake,7.76,1.78,0.036,76,reviewed,us,us
2023-02-13T09:18:12.524Z,-29.3698,-178.9718,354,6.1,mww,120,34,0.919,1.07,us,us6000jnk5,2023-04-22T21:33:05.040Z,"Kermadec Islands, New Zealand",earthquake,9.97,1.679,0.049,40,reviewed,us,us
2023-02-06T12:02:11.275Z,38.0582,36.5114,8.516,6,mb,138,25,0.356,0.54,us,us6000jlrc,2023-04-15T21:39:37.040Z,"4 km NNE of Göksun, Turkey",earthquake,4.32,3.954,0.024,647,reviewed,us,us
2023-02-06T10:26:46.742Z,38.0315,38.0984,10,6,mb,65,63,1.111,0.88,us,us6000jm1y,2023-04-15T21:39:40.040Z,"12 km W of Çelikhan, Turkey",earthquake,4.28,1.605,0.081,57,reviewed,us,us
2023-02-06T01:28:15.784Z,37.1893,36.8929,9.797,6.7,mww,194,19,0.254,0.68,us,us6000jlm1,2023-09-22T20:09:20.631Z,"14 km E of Nurda??, Turkey",earthquake,7.68,3.333,0.098,10,reviewed,us,us
2023-02-01T10:44:46.067Z,7.7431,126.0566,19,6,mww,220,35,0.82,0.67,us,us6000jkpr,2023-12-28T19:41:06.896Z,,earthquake,7.94,1.827,0.047,44,reviewed,us,us
2023-01-26T10:45:52.834Z,-30.2115,-178.6615,131,6,mww,115,34,1.145,0.75,us,us6000jjcy,2023-04-11T18:51:34.040Z,,earthquake,9.98,1.846,0.055,32,reviewed,us,us
2023-01-24T18:36:58.973Z,-26.7196,-63.1128,580,6.4,mww,295,16,5.194,0.8,us,us6000jiyj,2023-04-11T18:51:29.040Z,"Santiago del Estero, Argentina",earthquake,8.33,1.861,0.035,79,reviewed,us,us
2023-01-20T22:09:39.053Z,-26.7506,-63.0824,596.837,6.8,mww,182,35,5.169,0.77,us,us7000j5x2,2023-03-31T19:45:45.040Z,,earthquake,9.37,2.786,0.047,43,reviewed,us,us
2023-01-20T11:23:40.603Z,16.1397,-62.1529,162,6.1,mww,160,18,0.526,0.49,us,us7000j5sc,2023-12-14T20:06:13.836Z,"40 km WSW of Pointe-Noire, Guadeloupe",earthquake,5.48,1.874,0.039,63,reviewed,us,us
2023-01-18T06:06:11.454Z,2.7306,127.0221,29.708,7,mwc,141,21,1.976,0.95,us,us7000j553,2023-10-09T22:58:31.015Z,"156 km NW of Tobelo, Indonesia",earthquake,6.7,3.131,0.027,133,reviewed,us,us
2023-01-18T00:34:45.151Z,-0.0116,123.1998,154,6,mww,303,19,1.109,0.93,us,us7000j511,2023-03-31T19:45:01.040Z,"62 km SSE of Gorontalo, Indonesia",earthquake,6.68,1.815,0.049,40,reviewed,us,us
2023-01-16T04:49:51.935Z,28.9804,139.3452,405,6.3,mww,345,11,3.134,0.59,us,us7000j4mj,2023-03-31T19:44:34.040Z,"Bonin Islands, Japan region",earthquake,5.55,1.813,0.032,96,reviewed,us,us
2023-01-15T22:29:58.940Z,1.9837,97.9979,37,6.1,mww,138,32,0.796,0.52,us,us7000j4kr,2023-03-31T19:44:29.040Z,"40 km SE of Singkil, Indonesia",earthquake,6.09,1.851,0.039,63,reviewed,us,us
2023-01-08T12:32:42.372Z,-14.9467,166.8791,29,7,mww,116,36,6.096,0.57,us,us7000j2yw,2023-03-20T06:02:58.040Z,"23 km WNW of Port-Olry, Vanuatu",earthquake,7.75,1.851,0.042,54,reviewed,us,us
2023-01-05T14:25:53.019Z,36.4738,70.7455,203,6,mww,108,22,2.377,0.73,us,us7000j2b9,2023-03-11T22:51:41.040Z,"44 km S of Jurm, Afghanistan",earthquake,7.14,1.888,0.039,62,reviewed,us,us
2022-12-28T16:34:19.271Z,-21.2566,171.3773,4,6.1,mww,221,23,3.891,0.56,us,us7000j0n4,2023-03-07T18:59:56.040Z,,earthquake,7.23,1.746,0.047,44,reviewed,us,us
2022-12-20T10:34:24.770Z,40.525,-124.423,17.91,6.4,mw,38,214,0.0818,0.18,nc,nc73821036,2023-12-13T02:59:56.915Z,"15km WSW of Ferndale, CA",earthquake,0.67,0.4,,0,reviewed,nc,nc
2022-12-14T18:40:26.898Z,51.6079,178.5971,73,6.3,mww,248,31,0.345,1.2,us,us6000j985,2023-12-14T18:50:38.139Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.02,1.792,0.045,47,reviewed,us,us
2022-12-11T14:31:29.051Z,17.1801,-100.53,18,6,mww,179,119,1.913,0.75,us,us6000j8lp,2023-11-21T04:50:20.904Z,"7 km W of Corral Falso, Mexico",earthquake,6.68,1.672,0.043,53,reviewed,us,us
2022-12-04T19:24:15.394Z,-15.3497,-172.9867,38,6.8,mww,152,26,2.587,0.66,us,us6000j6w8,2023-02-11T23:03:06.040Z,"109 km NE of Hihifo, Tonga",earthquake,7.51,1.866,0.056,31,reviewed,us,us
2022-11-23T01:08:15.435Z,40.8356,30.9831,10,6.1,mww,286,14,0.399,0.64,us,us7000irp8,2023-06-04T23:14:30.895Z,"15 km W of Düzce, Turkey",earthquake,5.05,1.647,0.052,35,reviewed,us,us
2022-11-22T16:39:05.789Z,30.7936,-116.3907,10,6.2,mww,164,61,0.494,0.75,us,us7000irjd,2023-03-30T07:15:48.466Z,"28 km SW of Las Brisas, Mexico",earthquake,4.14,1.745,0.029,118,reviewed,us,us
2022-11-22T02:37:57.529Z,-9.8203,159.4589,10,6,mww,92,25,0.613,0.7,us,us7000irfm,2023-01-30T06:00:43.040Z,Solomon Islands,earthquake,5.72,1.737,0.098,10,reviewed,us,us
2022-11-22T02:03:06.891Z,-9.8198,159.6033,14,7,mww,117,17,0.509,0.58,us,us7000irfb,2023-01-30T06:00:41.040Z,"18 km SW of Malango, Solomon Islands",earthquake,6.26,1.711,0.055,32,reviewed,us,us
2022-11-18T13:37:08.687Z,-4.9043,100.7862,25,6.9,mww,99,34,2.229,0.52,us,us7000iqpn,2023-01-28T19:58:26.040Z,"204 km SW of Bengkulu, Indonesia",earthquake,6.86,1.872,0.05,39,reviewed,us,us
2022-11-14T08:08:26.124Z,33.8139,137.3055,346,6.1,mww,274,28,1.127,0.63,us,us7000ipkm,2023-01-28T19:58:14.040Z,"85 km SSE of Toba, Japan",earthquake,7.92,1.907,0.042,54,reviewed,us,us
2022-11-14T05:04:11.890Z,-26.0027,178.2034,630.185,6.1,mww,109,27,8.219,0.66,us,us7000ipkb,2023-01-28T19:58:13.040Z,south of the Fiji Islands,earthquake,10.13,3.307,0.053,34,reviewed,us,us
2022-11-13T02:24:57.830Z,-37.4652,-73.6757,18,6.2,mww,104,94,0.814,0.89,us,us7000ipe4,2023-01-28T19:58:11.040Z,"Near the coast of Bio-Bio, Chile",earthquake,6.67,1.743,0.069,20,reviewed,us,us
2022-11-12T07:09:13.514Z,-20.1112,-178.3453,579,7,mww,147,18,3.125,0.73,us,us7000ip8h,2023-01-28T19:58:09.040Z,,earthquake,9.87,1.962,0.06,27,reviewed,us,us
2022-11-09T10:14:33.810Z,-25.5781,178.2612,624.464,6.6,mww,131,27,4.998,0.65,us,us7000inht,2023-01-21T19:27:16.040Z,,earthquake,9.57,4.605,0.098,10,reviewed,us,us
2022-11-09T09:51:04.068Z,-26.0901,178.3427,660,7,mwb,142,26,4.578,0.66,us,us7000ingi,2023-01-21T19:27:16.040Z,south of the Fiji Islands,earthquake,10.35,1.971,0.038,66,reviewed,us,us
2022-11-09T09:38:42.828Z,-26.0077,178.2776,630.379,6.8,mww,136,22,4.678,0.74,us,us7000ingh,2023-01-21T19:27:16.040Z,south of the Fiji Islands,earthquake,8.79,3.199,0.051,37,reviewed,us,us
2022-11-04T10:02:46.346Z,28.1573,-112.3106,10,6.1,mww,150,91,0.837,0.38,us,us7000imgl,2023-03-08T18:20:14.734Z,"82 km SSW of Bahía de Kino, Mexico",earthquake,5.62,1.847,0.039,63,reviewed,us,us
2022-11-02T14:17:53.832Z,-60.7841,-25.7774,25,6.1,mww,139,31,8.689,0.3,us,us7000ilyk,2023-01-12T23:11:03.040Z,South Sandwich Islands region,earthquake,9.92,1.864,0.052,36,reviewed,us,us
2022-11-02T04:53:13.239Z,31.5042,-133.351,10,6,mww,452,23,10.528,0.65,us,us7000ilwt,2023-01-12T23:11:00.040Z,North Pacific Ocean,earthquake,6.68,1.428,0.038,65,reviewed,us,us
2022-10-25T14:59:00.085Z,17.6609,120.8147,6,6.4,mww,124,25,5.137,0.55,us,us6000iwds,2023-06-07T07:51:43.943Z,"11 km E of Dolores, Philippines",earthquake,7.31,1.778,0.05,38,reviewed,us,us
2022-10-25T00:13:01.678Z,-58.7769,-26.1414,79,6.3,mww,114,28,7.278,0.65,us,us6000iw74,2023-01-03T15:23:37.040Z,,earthquake,6.32,1.849,0.062,25,reviewed,us,us
2022-10-20T11:57:12.575Z,7.6901,-82.3342,20,6.7,mww,145,37,1.151,1.02,us,us6000iv6c,2022-12-31T23:03:41.040Z,"60 km SSW of Boca Chica, Panama",earthquake,4.36,1.731,0.033,90,reviewed,us,us
2022-10-16T12:48:21.665Z,4.3584,-87.5675,15,6.3,mww,158,80,5.689,0.38,us,us6000iu4b,2022-12-31T23:03:34.040Z,off the coast of Central America,earthquake,7.01,1.856,0.039,63,reviewed,us,us
2022-10-13T22:20:20.620Z,-4.812,153.5906,72,6.4,mww,129,20,1.55,0.65,us,us6000itgv,2022-12-17T22:54:03.040Z,"155 km ESE of Kokopo, Papua New Guinea",earthquake,5.07,1.754,0.049,40,reviewed,us,us
2022-10-09T16:38:04.811Z,-1.3636,-23.9041,10,6.2,mww,64,43,11.532,0.85,us,us6000isau,2022-12-17T22:53:46.040Z,central Mid-Atlantic Ridge,earthquake,8.55,1.809,0.036,74,reviewed,us,us
2022-10-01T01:18:53.386Z,53.7049,-35.5074,10,6,mww,130,24,9.178,0.77,us,us6000ipva,2023-10-05T07:51:18.140Z,Reykjanes Ridge,earthquake,8.88,1.787,0.03,106,reviewed,us,us
2022-09-29T03:03:24.073Z,-60.8308,-20.025,11,6.5,mww,125,37,10.987,0.68,us,us6000ip57,2022-12-03T22:02:37.040Z,east of the South Sandwich Islands,earthquake,8.93,1.683,0.049,40,reviewed,us,us
2022-09-23T22:53:27.870Z,-41.3788,-75.5767,20,6.1,mww,233,49,1.582,0.6,us,us7000iam0,2022-12-02T19:49:24.851Z,"156 km WNW of Ancud, Chile",earthquake,6.71,1.763,0.044,49,reviewed,us,us
2022-09-23T20:52:58.398Z,3.8109,96.0514,42.181,6.2,mww,197,20,1.668,0.73,us,us7000iaka,2022-11-26T20:58:00.040Z,"37 km SSW of Meulaboh, Indonesia",earthquake,6.54,3.541,0.059,28,reviewed,us,us
2022-09-22T06:16:09.459Z,18.2633,-102.9554,20,6.8,mww,175,92,2.137,0.66,us,us7000ia36,2022-11-26T20:57:52.040Z,"55 km SSW of Aguililla, Mexico",earthquake,5.51,1.661,0.045,48,reviewed,us,us
2022-09-20T18:23:42.896Z,55.5042,166.3282,10,6,mww,267,52,5.141,0.62,us,us7000i9l5,2022-11-26T20:57:46.040Z,"254 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.72,1.768,0.03,105,reviewed,us,us
2022-09-18T06:44:13.846Z,23.138,121.3439,10,6.9,mww,215,34,0.401,0.58,us,us7000i90q,2023-12-07T09:43:34.002Z,"90 km E of Yujing, Taiwan",earthquake,6.07,1.822,0.038,68,reviewed,us,us
2022-09-17T13:41:17.890Z,23.1191,121.4138,10,6.5,mww,178,54,0.43,0.75,us,us7000i8ui,2023-12-01T13:55:55.227Z,"96 km SE of Lugu, Taiwan",earthquake,7.54,1.746,0.038,67,reviewed,us,us
2022-09-14T11:04:06.558Z,-21.1909,170.2666,137,7,mww,192,45,2.977,0.65,us,us7000i7ya,2022-11-19T23:03:11.040Z,"209 km SSE of Isangel, Vanuatu",earthquake,7.64,1.934,0.047,43,reviewed,us,us
2022-09-10T23:10:43.721Z,-1.149,98.654,20,6,mww,268,18,2.664,0.61,us,us6000iisb,2022-11-19T23:02:15.040Z,"173 km WSW of Pariaman, Indonesia",earthquake,6.9,1.696,0.05,39,reviewed,us,us
2022-09-10T00:05:12.947Z,-2.2313,138.1784,21,6.2,mww,150,24,5.963,0.62,us,us6000iikp,2022-11-19T23:02:11.040Z,"260 km ESE of Biak, Indonesia",earthquake,7.75,1.788,0.046,45,reviewed,us,us
2022-09-09T23:31:47.409Z,-2.2492,138.1979,18,6.2,mww,142,15,5.98,0.64,us,us6000iika,2022-11-15T19:05:55.040Z,"Papua, Indonesia",earthquake,3.4,1.711,0.047,43,reviewed,us,us
2022-09-05T04:52:19.645Z,29.6786,102.236,12,6.6,mww,141,34,8.454,0.52,us,us7000i59t,2023-11-03T03:49:31.226Z,"44 km SE of Kangding, China",earthquake,8.19,1.746,0.04,59,reviewed,us,us
2022-09-04T23:57:31.734Z,-56.0375,-124.478,10,6.2,mww,74,69,28.267,0.75,us,us7000i585,2022-11-15T19:06:06.040Z,southern East Pacific Rise,earthquake,12.82,1.807,0.063,24,reviewed,us,us
2022-09-04T09:42:18.219Z,-0.9339,-21.7155,10,6.9,mww,107,37,10.102,0.51,us,us7000i53f,2022-11-15T19:06:04.040Z,central Mid-Atlantic Ridge,earthquake,8.62,1.248,0.035,78,reviewed,us,us
2022-09-02T22:39:51.520Z,-5.6524,148.7121,125,6.1,mww,161,17,3.733,0.84,us,us7000i4st,2022-11-06T04:35:47.040Z,"110 km WNW of Kandrian, Papua New Guinea",earthquake,7.77,1.872,0.045,48,reviewed,us,us
2022-08-30T09:09:43.266Z,-54.6506,-136.1522,10,6.3,mww,155,33,28.223,0.38,us,us7000i3mp,2022-11-06T04:37:37.040Z,,earthquake,3.78,1.849,0.069,20,reviewed,us,us
2022-08-29T03:29:13.691Z,-0.988,98.6046,17,6.2,mww,118,23,2.498,0.64,us,us7000i38s,2023-03-16T05:38:40.641Z,"173 km WSW of Pariaman, Indonesia",earthquake,6.77,1.603,0.06,27,reviewed,us,us
2022-08-23T14:31:39.374Z,-5.0926,103.079,45.258,6.2,mww,115,42,0.738,0.72,us,us6000id0t,2023-06-19T04:44:31.103Z,"119 km S of Pagar Alam, Indonesia",earthquake,5.19,3.158,0.046,46,reviewed,us,us
2022-08-14T21:04:44.737Z,-22.0781,170.966,78,6.4,mww,126,31,3.301,0.65,us,us6000iav7,2022-10-28T02:25:59.040Z,,earthquake,7.75,1.857,0.039,62,reviewed,us,us
2022-08-14T13:44:19.694Z,-32.7361,-179.0088,30,6.6,mww,68,34,5.293,0.61,us,us6000iasi,2022-10-28T02:25:54.040Z,south of the Kermadec Islands,earthquake,5.55,1.839,0.059,28,reviewed,us,us
2022-07-28T04:15:03.913Z,-21.9311,-70.3386,54,6.1,mww,129,25,0.556,0.9,us,us6000i636,2022-10-01T22:09:25.040Z,"22 km NW of Tocopilla, Chile",earthquake,4.61,1.815,0.036,73,reviewed,us,us
2022-07-27T18:58:58.306Z,-22.1876,-68.5789,112,6.2,mww,113,30,0.728,1.09,us,us6000i5zi,2022-10-01T22:09:24.040Z,"Antofagasta, Chile",earthquake,6.94,1.835,0.04,61,reviewed,us,us
2022-07-27T00:43:26.871Z,17.5207,120.8181,33.729,7,mww,152,22,5.276,0.6,us,us6000i5rd,2023-07-20T12:36:34.994Z,"11 km NE of Bantay, Philippines",earthquake,7.93,2.766,0.044,50,reviewed,us,us
2022-07-15T19:37:22.791Z,-44.6215,-79.6496,24.499,6.4,mww,132,80,5.721,0.81,us,us6000i2v0,2022-09-24T21:25:32.040Z,"Off the coast of Aisen, Chile",earthquake,9.64,3.526,0.05,38,reviewed,us,us
2022-07-12T19:16:58.460Z,-22.5907,-114.2583,10,6.8,mww,213,30,6.355,0.86,us,us6000i1wg,2022-11-23T14:49:06.958Z,Easter Island region,earthquake,9.25,1.72,0.04,59,reviewed,us,us
2022-07-11T21:10:47.785Z,-18.1404,168.9678,10,6,mww,117,41,3.167,0.7,us,us6000i1ms,2022-09-24T21:25:55.040Z,"82 km ESE of Port-Vila, Vanuatu",earthquake,7.45,1.755,0.06,27,reviewed,us,us
2022-07-01T23:25:13.465Z,26.8878,55.3213,9,6,mwb,379,20,2.091,0.6,us,us6000hz9v,2022-09-03T21:03:28.040Z,,earthquake,7.08,1.722,0.028,126,reviewed,us,us
2022-07-01T21:32:07.977Z,26.9061,55.2389,16,6,mww,191,19,2.137,0.67,us,us6000hz8x,2022-09-03T21:03:27.040Z,"52 km NE of Bandar-e Lengeh, Iran",earthquake,7.1,1.707,0.057,30,reviewed,us,us
2022-06-30T18:40:36.938Z,19.0236,121.3363,30,6,mww,144,26,3.782,1.01,us,us6000hywe,2022-09-03T21:03:23.040Z,"49 km NNE of Namuac, Philippines",earthquake,8,1.8,0.042,55,reviewed,us,us
2022-06-21T20:54:34.410Z,33.0203,69.4639,4,6,mww,206,15,1.557,0.83,us,us7000hj3u,2023-02-01T23:54:11.900Z,"55 km SW of Kh?st, Afghanistan",earthquake,6.65,1.667,0.098,10,reviewed,us,us
2022-06-08T00:55:46.777Z,-9.0472,-71.1783,622.73,6.5,mww,236,31,1.999,0.74,us,us7000hfrj,2022-08-13T21:53:07.040Z,"107 km SSW of Tarauacá, Brazil",earthquake,9.09,2.853,0.049,40,reviewed,us,us
2022-06-04T23:38:12.123Z,52.0536,178.2682,105,6.3,mww,355,10,0.174,0.66,us,us7000hf1u,2023-06-04T23:48:15.910Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.97,1.703,0.024,162,reviewed,us,us
2022-06-04T13:17:48.196Z,-57.7238,148.6769,10,6.4,mww,247,39,6.594,0.63,us,us7000hexr,2022-08-13T21:52:47.040Z,west of Macquarie Island,earthquake,9.3,1.7,0.098,10,reviewed,us,us
2022-06-04T13:07:25.926Z,-17.9601,-174.9679,237,6.3,mww,255,21,4.729,0.75,us,us7000hexp,2022-08-13T21:52:47.040Z,"129 km NW of Neiafu, Tonga",earthquake,7.7,1.9,0.037,71,reviewed,us,us
2022-05-27T02:36:05.556Z,-8.2572,127.2079,49,6.2,mww,118,19,3.264,1.32,us,us7000hcwg,2022-08-02T19:50:56.040Z,"37 km NE of Lospalos, Timor Leste",earthquake,6.9,1.8,0.075,17,reviewed,us,us
2022-05-26T18:10:04.775Z,-49.7722,-114.9698,10,6.2,mww,90,55,26.873,1.21,us,us7000hct4,2022-08-02T19:50:55.040Z,southern East Pacific Rise,earthquake,12.1,1.8,0.083,14,reviewed,us,us
2022-05-26T15:37:58.560Z,-22.8282,172.1298,15,6.6,mww,302,16,4.329,0.9,us,us7000hcqw,2022-08-02T19:50:53.040Z,southeast of the Loyalty Islands,earthquake,6.7,1.7,0.073,18,reviewed,us,us
2022-05-22T15:17:31.327Z,33.2279,141.4121,12,6,mww,126,52,1.345,0.63,us,us6000hn4d,2022-08-02T19:50:40.040Z,"235 km SSE of Katsuura, Japan",earthquake,7,1.8,0.042,55,reviewed,us,us
2022-05-22T07:06:28.470Z,-26.2125,178.4501,603.79,6.3,mww,107,20,4.424,0.5,us,us6000hn1e,2022-08-02T19:50:39.040Z,south of the Fiji Islands,earthquake,10.1,7.8,0.037,71,reviewed,us,us
2022-05-21T21:50:48.047Z,14.0187,120.6494,129,6.1,mww,270,11,8.435,1.04,us,us6000hmz8,2022-08-02T19:50:38.040Z,"1 km S of Lian, Philippines",earthquake,8.7,1.8,0.033,90,reviewed,us,us
2022-05-19T10:13:31.625Z,-54.132,159.0545,10,6.9,mww,127,45,0.371,0.97,us,us6000hm9j,2022-07-24T02:40:16.040Z,,earthquake,7.3,1.7,0.078,16,reviewed,us,us
2022-05-10T23:06:32.368Z,-23.496,-66.6519,220,6.8,mww,162,30,1.505,0.87,us,us7000h8g3,2022-08-12T11:38:28.703Z,"86 km NNW of San Antonio de los Cobres, Argentina",earthquake,9.4,1.9,0.062,25,reviewed,us,us
2022-05-09T22:33:06.873Z,-3.3591,146.3506,10,6.3,mww,110,35,5.859,0.83,us,us7000h87i,2022-08-09T06:41:47.400Z,"178 km SW of Lorengau, Papua New Guinea",earthquake,7.5,1.1,0.054,33,reviewed,us,us
2022-05-09T06:23:02.067Z,24.0406,122.4888,21,6.2,mww,200,34,0.638,0.34,us,us7000h82f,2022-07-22T18:31:08.040Z,"70 km SW of Yonakuni, Japan",earthquake,6.1,1.8,0.049,40,reviewed,us,us
2022-05-05T08:21:15.666Z,6.5295,127.1315,18,6,mww,124,72,1.632,0.48,us,us7000h781,2022-07-09T21:40:02.040Z,"94 km SE of Lukatan, Philippines",earthquake,4.9,1.8,0.043,51,reviewed,us,us
2022-04-28T13:21:13.122Z,-3.9148,146.6901,10,6.1,mww,83,29,1.978,1.19,us,us7000h5mc,2022-08-09T06:32:19.622Z,"175 km NE of Madang, Papua New Guinea",earthquake,6.7,1.3,0.057,30,reviewed,us,us
2022-04-21T07:42:46.508Z,11.5537,-86.9604,27,6.6,mww,,94,0.914,0.69,us,us6000hf75,2022-06-26T01:20:26.040Z,"55 km WSW of Masachapa, Nicaragua",earthquake,5,1.8,0.037,70,reviewed,us,us
2022-04-20T21:57:43.018Z,6.9686,126.9241,19,6,mww,,22,1.338,0.95,us,us6000hf49,2022-06-26T01:20:15.040Z,"50 km ESE of Manay, Philippines",earthquake,6.4,1.7,0.044,50,reviewed,us,us
2022-04-19T01:23:07.057Z,7.2852,126.9533,19,6.1,mww,,42,1.38,0.96,us,us7000h373,2022-06-26T01:19:27.040Z,"41 km E of Santiago, Philippines",earthquake,6.8,1.7,0.045,47,reviewed,us,us
2022-04-17T07:46:35.635Z,-15.7044,167.8457,196,6.1,mww,,35,0.67,0.55,us,us7000h2u9,2022-06-26T01:18:45.040Z,Vanuatu,earthquake,8.3,1.9,0.04,59,reviewed,us,us
2022-04-13T03:00:56.312Z,-4.4297,152.0242,149,6.1,mww,,15,0.274,0.78,us,us7000h1lv,2022-06-20T22:08:01.040Z,"28 km WSW of Kokopo, Papua New Guinea",earthquake,7.2,1.7,0.044,49,reviewed,us,us
2022-04-09T20:52:38.456Z,-16.3146,166.8601,17,6.3,mww,,18,0.923,0.61,us,us7000h0yj,2022-06-20T22:07:36.040Z,"63 km WSW of Norsup, Vanuatu",earthquake,6.4,1.7,0.044,49,reviewed,us,us
2022-04-04T16:06:57.662Z,-17.4723,167.8625,31,6,mww,,32,2.11,0.82,us,usd000h551,2022-06-11T20:21:22.040Z,"56 km WNW of Port-Vila, Vanuatu",earthquake,6.9,1.8,0.046,45,reviewed,us,us
2022-03-31T19:50:40.985Z,-22.6577,170.8084,20,6.4,mww,,33,3.106,0.97,us,us7000gysz,2022-08-06T07:29:19.737Z,southeast of the Loyalty Islands,earthquake,7.9,1.8,0.034,81,reviewed,us,us
2022-03-31T05:44:01.146Z,-22.586,170.3744,10,7,mww,,26,2.705,0.82,us,us7000gymk,2022-08-13T00:59:26.724Z,southeast of the Loyalty Islands,earthquake,7.1,1.8,0.057,30,reviewed,us,us
2022-03-30T20:56:58.105Z,-22.666,170.3659,10,6.9,mww,,42,2.697,1.07,us,us7000gyj0,2022-06-04T20:42:25.040Z,"284 km ESE of Tadine, New Caledonia",earthquake,8,1.8,0.066,22,reviewed,us,us
2022-03-23T21:57:00.144Z,-15.0687,167.4522,115,6,mww,,20,0.446,0.74,us,us7000gwpw,2022-05-28T18:35:28.040Z,Vanuatu,earthquake,8.3,1.8,0.039,63,reviewed,us,us
2022-03-22T17:41:38.584Z,23.3839,121.6118,24,6.7,mww,,32,0.289,0.83,us,us6000h6nr,2022-08-10T03:20:17.453Z,"65 km S of Hualien City, Taiwan",earthquake,4.5,1.7,0.083,14,reviewed,us,us
2022-03-22T16:35:08.019Z,10.7447,-43.382,10,6.7,mww,,27,10.744,0.79,us,us6000h6ne,2022-05-28T18:35:25.040Z,,earthquake,8.9,0.9,0.055,32,reviewed,us,us
2022-03-20T18:10:43.285Z,-28.659,-177.3532,44,6,mww,,31,0.779,1.16,us,us6000h67z,2022-05-28T18:35:21.040Z,Kermadec Islands region,earthquake,7.9,1.8,0.059,28,reviewed,us,us
2022-03-19T21:24:22.127Z,-25.2976,-176.2998,21,6.3,mww,,26,4.203,0.68,us,us6000h62z,2022-08-06T08:31:01.896Z,,earthquake,8.9,1.8,0.043,52,reviewed,us,us
2022-03-16T14:34:27.453Z,37.6468,141.6735,57.18,6,mwb,,51,2.981,0.67,us,us6000h518,2022-05-27T14:55:29.040Z,"62 km ENE of Namie, Japan",earthquake,7.5,6.4,0.046,46,reviewed,us,us
2022-03-13T21:09:22.258Z,-0.6294,98.6259,28,6.7,mww,,43,2.188,0.92,us,us6000h48e,2022-05-27T14:55:19.040Z,"166 km W of Pariaman, Indonesia",earthquake,5.2,1.8,0.062,25,reviewed,us,us
2022-03-13T21:05:49.469Z,14.096,119.3811,11,6.4,mww,,28,8.823,0.88,us,us6000h48d,2022-05-27T14:55:19.040Z,"75 km WNW of Cabra, Philippines",earthquake,6.7,1.7,0.033,87,reviewed,us,us
2022-03-07T05:34:18.525Z,-20.3752,-178.4045,581.83,6.1,mww,,19,4.251,0.98,us,us6000h2nu,2022-05-16T11:32:13.723Z,Fiji region,earthquake,9.8,3.3,0.052,35,reviewed,us,us
2022-03-06T20:14:31.244Z,-58.7315,-24.9167,20,6,mww,,31,7.796,1.15,us,us6000h2l5,2022-05-14T21:52:19.040Z,,earthquake,9.7,1.8,0.048,42,reviewed,us,us
2022-03-02T12:52:07.344Z,-30.0751,-177.7264,24,6.6,mww,,46,0.827,0.68,us,us6000h1d2,2022-08-06T09:27:47.178Z,"Kermadec Islands, New Zealand",earthquake,7.2,1.8,0.058,29,reviewed,us,us
2022-02-25T01:39:26.554Z,0.219,100.1006,4,6.1,mww,,25,0.945,1.37,us,us6000gzyg,2023-06-27T07:50:39.859Z,"65 km NNW of Bukittinggi, Indonesia",earthquake,5.9,1.7,0.052,35,reviewed,us,us
2022-02-22T06:12:50.740Z,-22.6664,-66.2663,251,6,mww,,33,1.787,0.42,us,us7000gmw3,2022-05-04T13:39:39.040Z,"58 km W of Abra Pampa, Argentina",earthquake,7.4,1.9,0.036,74,reviewed,us,us
2022-02-21T23:24:13.721Z,-69.7739,165.3918,14,6.3,mww,,18,7.847,0.75,us,us7000gmtt,2022-05-04T13:39:32.040Z,Balleny Islands region,earthquake,8.8,1.7,0.068,21,reviewed,us,us
2022-02-16T20:21:06.737Z,-23.7682,179.9981,535,6.8,mww,,12,5.78,0.95,us,us7000glex,2022-04-30T14:18:20.040Z,south of the Fiji Islands,earthquake,5.7,1.9,0.057,30,reviewed,us,us
2022-02-16T07:12:22.847Z,14.1476,-91.3982,60,6.2,mww,,32,1.129,1.11,us,us7000gl8w,2022-11-12T05:29:59.830Z,"12 km WSW of Nueva Concepción, Guatemala",earthquake,6.5,1.8,0.033,86,reviewed,us,us
2022-02-13T20:29:46.350Z,11.7884,144.2842,15,6,mww,,42,1.878,0.94,us,us7000gklv,2023-02-13T20:42:03.581Z,"168 km SSW of Merizo Village, Guam",earthquake,9.1,1.8,0.043,51,reviewed,us,us
